Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,1.119045439,0.6%,3.3%,Oakland,62,19.2%,14.8%,47,-2.1%,-37.3%,14,0,0,595.274041476,0.058901136,0.044564211,549500,0.017592593,-0.050949914,609.756097561,-0.066498732,0.021289611,$630K,1.2%,4.0%,0.8,-0.1,-0.6,60,-25.9%,-24.1%,4/1/2018,30,4/30/2018,0.170212766,0.066046099,0.036879433,Condo/Co-op,"Oakland, CA",place,0.854838710,0.085607940,0.058542413,California,CA,13654
Value,,1,1.140612699,-4.1%,7.1%,Berkeley,7,0.0%,75.0%,11,-8.3%,120.0%,14,1,-1,635.800867092,-0.165718524,0.073817332,634500,-0.123618785,-0.144878706,879.820627803,0.203432813,0.590575509,$850K,-2.3%,15.6%,1.6,-0.100000000,0.3,8,0.0%,-33.3%,3/1/2018,30,3/31/2018,,,,Condo/Co-op,"Berkeley, CA",place,0.857142857,-0.142857143,0.107142857,California,CA,1590
Value,,1,1.012864222,0.3%,0.5%,San Ramon,20,-9.1%,-37.5%,12,-33.3%,-53.8%,19,8,-2,472.709551657,-0.137302911,-0.034915014,610000,0.131725417,0.099099099,504.835965910,-0.060494250,0.038144224,$548K,6.8%,5.3%,0.6,-0.2,-0.2,25,19.0%,47.1%,8/1/2017,30,8/31/2017,0.083333333,-0.416666667,-0.339743590,Condo/Co-op,"San Ramon, CA",place,0.55,0.05,-0.075,California,CA,17519
Value,,1,1.077944783,-4.3%,4.5%,Berkeley,5,-16.7%,-37.5%,,,,14,0,0,,,,545000,-0.052173913,0.074950690,828.402366864,0.192585856,0.512739907,$700K,16.7%,13.4%,,,,1,-80.0%,-50.0%,12/1/2016,30,12/31/2016,,,,Condo/Co-op,"Berkeley, CA",place,0.6,-0.4,-0.15,California,CA,1590
Value,,1,1.080510161,-4.2%,0.9%,Alameda,10,233.3%,-23.1%,9,0.0%,350.0%,13,3,3,392.310667386,-0.193963155,0.159907548,428975,0.009352941,0.227484083,453.631410683,-0.009815308,0.320750697,$470K,1.1%,54.1%,0.9,-2.1,0.7,10,-9.1%,25.0%,5/1/2014,30,5/31/2014,,,,Condo/Co-op,"Alameda, CA",place,0.8,-0.2,0.030769231,California,CA,117
Value,,1,1.025132198,0.4%,0.3%,Dublin,24,14.3%,-4.0%,21,10.5%,10.5%,10,3,2,463.956941351,0.037379718,0.123847933,589900,-0.016669445,-0.016751396,450.446553105,-0.113339012,0.039133600,$624K,0.4%,-0.1%,0.9,0,0.1,33,6.5%,-10.8%,6/1/2017,30,6/30/2017,0.285714286,0.180451128,0.127819549,Condo/Co-op,"Dublin, CA",place,0.833333333,0.166666667,0.073333333,California,CA,5159
Value,,1,1.009002083,-0.2%,4.5%,Oakland,63,-1.6%,-11.3%,126,-10.6%,-58.4%,38,1,-7,244.780219780,0.048852266,0.148111407,239000,0.039130435,0.048245614,214.705716963,0.008373484,-0.054706611,$212K,0.1%,-11.7%,2,-0.2,-2.3,73,-6.4%,-30.5%,6/1/2012,30,6/30/2012,0.198412698,0.070753124,-0.082115354,Condo/Co-op,"Oakland, CA",place,0.460317460,-0.008432540,0.317460317,California,CA,13654
Value,,1,1.060442306,0.4%,-2.0%,Alameda,9,50.0%,-10.0%,10,25.0%,11.1%,17,7,4,473.309608541,0.124711985,0.206466323,457000,-0.025586354,0.065330147,487.616099071,0.075740823,0.074916965,$569K,19.0%,21.1%,1.1,-0.2,0.2,12,-20.0%,20.0%,5/1/2015,30,5/31/2015,0.1,,,Condo/Co-op,"Alameda, CA",place,0.555555556,-0.111111111,-0.244444444,California,CA,117
Value,,1,1.022618418,-2.8%,-1.4%,Dublin,15,-28.6%,-31.8%,16,45.5%,14.3%,12,3,3,419.892793329,-0.019992228,0.098101397,589000,-0.012480635,0.038800705,418.818129662,-0.094014949,0.106233887,$600K,7.1%,12.7%,1.1,0.6,0.5,25,-3.8%,13.6%,4/1/2016,30,4/30/2016,0.125,,0.053571429,Condo/Co-op,"Dublin, CA",place,0.733333333,-0.123809524,-0.039393939,California,CA,5159
Value,,1,1.017545658,-0.8%,1.6%,Dublin,20,-33.3%,-9.1%,16,-30.4%,0.0%,13,-3,1,470.444824636,0.072281944,0.085480335,689900,0.063020031,0.314095238,446.789419872,0.011512175,0.097255957,$654K,11.8%,5.5%,0.8,0,0.1,17,-32.0%,30.8%,8/1/2017,30,8/31/2017,0.375,0.114130435,-0.1875,Condo/Co-op,"Dublin, CA",place,0.6,-0.066666667,0.1,California,CA,5159
Value,,1,0.995253851,1.1%,-3.4%,San Ramon,12,-25.0%,71.4%,14,40.0%,100.0%,17,-13,8,397.667020148,0.003385272,0.247176133,409000,-0.108932462,0.139275766,401.998762359,0.070599229,0.523015215,$400K,19.8%,-15.8%,1.2,0.6,0.2,15,114.3%,25.0%,1/1/2014,30,1/31/2014,0.071428571,-0.228571429,-0.071428571,Condo/Co-op,"San Ramon, CA",place,0.416666667,0.229166667,-0.154761905,California,CA,17519
Value,,1,0.994417310,-1.3%,0.5%,San Ramon,10,-47.4%,-16.7%,16,60.0%,-40.7%,29,14,-1,442.698706100,0.116712486,-0.050530673,539000,0.101179836,0.117098446,471.745686773,0.028310295,0.169293292,$493K,-6.2%,9.0%,1.6,1.1,-0.7,17,41.7%,21.4%,11/1/2015,30,11/30/2015,0.25,0.05,-0.009259259,Condo/Co-op,"San Ramon, CA",place,0.2,-0.378947368,-0.133333333,California,CA,17519
Value,,1,0.989697310,-1.5%,0.3%,San Ramon,12,-29.4%,-25.0%,27,-18.2%,28.6%,30,17,-3,466.259091798,0.158289634,0.176432667,482500,0.061606161,0.206551638,403.445132080,0.012434942,0.102799050,$452K,2.7%,18.1%,2.3,0.4,1,14,-41.7%,27.3%,11/1/2014,30,11/30/2014,0.259259259,-0.134680135,0.021164021,Condo/Co-op,"San Ramon, CA",place,0.333333333,-0.196078431,0.145833333,California,CA,17519
Value,,1,1.006413066,-0.5%,-2.6%,Fremont,24,-7.7%,14.3%,29,45.0%,61.1%,25,6,12,469,-0.071247321,0.084911198,475000,0.144578313,0.192137415,516.406926407,0.007301705,0.211083504,$416K,-4.1%,5.1%,1.2,0.4,0.3,35,169.2%,9.4%,1/1/2016,30,1/31/2016,0.068965517,0.018965517,-0.042145594,Condo/Co-op,"Fremont, CA",place,0.416666667,-0.121794872,-0.25,California,CA,6671
Value,,1,1.055125112,1.5%,1.6%,Fremont,32,23.1%,23.1%,24,20.0%,4.3%,12,-2,-1,417.733742483,-0.033138519,0.117682254,444499.5,-0.011977425,0.157550781,444.507785073,0.015369437,0.164269751,$447K,9.2%,17.5%,0.8,0,-0.1,36,9.1%,16.1%,3/1/2015,30,3/31/2015,0.041666667,-0.058333333,-0.001811594,Condo/Co-op,"Fremont, CA",place,0.875,0.144230769,0.144230769,California,CA,6671
Value,,1,1.008951150,-0.2%,-2.0%,Fremont,17,-19.0%,-54.1%,16,-38.5%,0.0%,28,12,14,416.666666667,-0.007453614,0.135542278,399888,0.025356475,-0.000140020,406.989853439,-0.043882839,0.080930041,$390K,1.1%,1.1%,0.9,-0.3,0.5,15,-28.6%,-6.3%,12/1/2014,30,12/31/2014,,,,Condo/Co-op,"Fremont, CA",place,0.588235294,0.112044818,-0.033386328,California,CA,6671
Value,,1,1.028100543,-3.4%,-1.9%,Fremont,39,0.0%,-26.4%,41,13.9%,86.4%,14,2,-3,504.029462694,-0.053408082,0.084723601,499344,-0.056060491,0.098666667,540.783898305,0.027489407,0.111199791,$520K,0.2%,5.3%,1.1,0.2,0.7,38,-7.3%,-13.6%,6/1/2016,30,6/30/2016,0.292682927,0.126016260,0.019955654,Condo/Co-op,"Fremont, CA",place,0.743589744,-0.128205128,-0.086598936,California,CA,6671
Value,,1,1.049631369,1.7%,7.8%,Fremont,29,0.0%,20.8%,20,-9.1%,-78.9%,12,-1,-23,223.520923521,-0.172580441,0.037393760,215000,-0.225225225,0.000116293,281.501340483,0.029490617,0.281597620,$288K,8.7%,41.3%,0.7,-0.1,-3.3,25,-21.9%,-51.9%,10/1/2012,30,10/31/2012,0.05,-0.086363636,-0.265789474,Condo/Co-op,"Fremont, CA",place,0.724137931,0.103448276,0.474137931,California,CA,6671
Value,,1,1.101535488,6.2%,10.9%,Fremont,14,-26.3%,-64.1%,16,0.0%,-69.2%,9,-17,-22,321.666804974,-0.016298027,0.518734004,345750,0.032089552,0.869424169,332.021775740,0.243735625,0.402303735,$297K,14.2%,16.9%,1.1,0.3,-0.2,28,33.3%,-39.1%,3/1/2013,30,3/31/2013,0.3125,,0.0625,Condo/Co-op,"Fremont, CA",place,0.857142857,0.225563910,0.523809524,California,CA,6671
Value,,1,1.112606019,5.0%,5.2%,Berkeley,8,0.0%,-11.1%,10,-9.1%,-9.1%,15,0,-7,562.764456982,0.132110954,0.111160460,420000,-0.149797571,-0.066562951,574.293252009,0.014839101,0.183342003,$583K,14.7%,30.9%,1.3,-0.100000000,0.1,13,-7.1%,0.0%,4/1/2014,30,4/30/2014,,,,Condo/Co-op,"Berkeley, CA",place,0.75,0,0.305555556,California,CA,1590
Value,,1,1.105226886,3.1%,9.5%,Oakland,58,23.4%,-9.4%,78,23.8%,-44.7%,15,0,-22,350.767560907,0.101923460,0.502994611,347000,0.261818182,0.508695652,320.388349515,-0.045534459,0.504715947,$314K,8.1%,48.1%,1.3,0,-0.9,78,36.8%,0.0%,5/1/2013,30,5/31/2013,0.102564103,0.007326007,-0.025095472,Condo/Co-op,"Oakland, CA",place,0.741379310,-0.067131328,0.272629310,California,CA,13654
Value,,1,1.109763655,-1.4%,4.5%,Oakland,68,-20.0%,-4.2%,76,18.8%,-11.6%,16,2,1,469.771241830,0.028416890,0.144031142,477000,0.086560364,0.292682927,523.364334238,0.049719322,0.227058867,$435K,-11.2%,10.1%,1.1,0.3,-0.100000000,84,13.5%,12.0%,7/1/2015,30,7/31/2015,0.065789474,-0.043585526,-0.120257038,Condo/Co-op,"Oakland, CA",place,0.794117647,-0.064705882,0.118061309,California,CA,13654
Value,,1,1.066181992,5.8%,-2.3%,Alameda,9,350.0%,50.0%,11,57.1%,37.5%,15,-21,1,532.334384858,-0.111743614,0.130665484,599000,0.003350084,0.065836299,586.734693878,0.108986327,0.142269081,$530K,-2.9%,17.8%,1.2,-2.3,-0.1,11,175.0%,-8.3%,3/1/2017,30,3/31/2017,0.090909091,-0.051948052,-0.159090909,Condo/Co-op,"Alameda, CA",place,1,0.5,0.166666667,California,CA,117
Value,,1,0.976590096,0.6%,10.1%,Alameda,6,-33.3%,500.0%,17,-10.5%,-57.5%,169,79,116,278.794834190,0.185173916,-0.052097564,288500,0.749545179,0.154,235.294117647,-0.004901961,-0.043137255,$253K,5.2%,20.2%,2.8,0.7,-37.2,8,700.0%,-27.3%,2/1/2012,30,2/29/2012,0.235294118,-0.185758514,-0.214705882,Condo/Co-op,"Alameda, CA",place,0,-0.111111111,0,California,CA,117
Value,,1,1.015296422,-4.4%,-1.4%,Fremont,37,19.4%,23.3%,46,-9.8%,31.4%,22,8,3,361.055934625,0.056832339,0.486746034,342500,0.030152643,0.370548219,360.750360750,-0.063652397,0.413142272,$350K,-10.3%,39.9%,1.2,-0.4,0,46,-4.2%,31.4%,8/1/2013,30,8/31/2013,0.304347826,0.029838022,0.190062112,Condo/Co-op,"Fremont, CA",place,0.648648649,-0.254577158,-0.051351351,California,CA,6671
Value,,1,1.110116240,1.2%,3.0%,Oakland,57,-20.8%,-19.7%,64,23.1%,-5.9%,14,0,-3,587.332475769,-0.016577760,0.053017717,599000,0.006722689,0.052724077,638.646288210,-0.081814342,-0.005997212,$635K,-2.3%,-4.5%,1.1,0.4,0.1,87,10.1%,19.2%,6/1/2018,30,6/30/2018,0.125,-0.048076923,-0.169117647,Condo/Co-op,"Oakland, CA",place,0.859649123,-0.015350877,0.099085743,California,CA,13654
Value,,1,0.986290125,0.7%,0.9%,Fremont,34,9.7%,126.7%,63,-18.2%,-49.2%,49,-18,-72,209.235209235,-0.099043858,-0.023218546,205000,-0.116379310,0.025000000,201.503175187,-0.027055747,-0.099085804,$193K,4.1%,-9.2%,1.9,-0.6,-6.4,35,-18.6%,-14.6%,2/1/2012,30,2/29/2012,0.349206349,0.037518038,0.058883769,Condo/Co-op,"Fremont, CA",place,0.411764706,0.056925996,0.145098039,California,CA,6671
Value,,1,1.050646756,1.9%,-1.2%,Dublin,21,61.5%,23.5%,11,57.1%,-35.3%,9,1,1,428.458636099,-0.028701567,0.102020832,596444,0.164361152,0.204937374,462.279293740,0.115337543,0.132624749,$560K,2.8%,-1.9%,0.5,0,-0.5,26,160.0%,0.0%,3/1/2016,30,3/31/2016,,,,Condo/Co-op,"Dublin, CA",place,0.857142857,0.087912088,-0.084033613,California,CA,5159
Value,,1,1.001570512,-2.2%,-3.7%,Dublin,22,-24.1%,-8.3%,16,-38.5%,-33.3%,12,3,-1,433.397832817,0.030897758,0.018643082,525000,-0.086956522,-0.043715847,407.187964792,-0.078685817,-0.078714003,$620K,5.1%,15.6%,0.7,-0.2,-0.3,13,-51.9%,-48.0%,8/1/2016,30,8/31/2016,0.5625,0.254807692,0.520833333,Condo/Co-op,"Dublin, CA",place,0.5,-0.224137931,-0.25,California,CA,5159
Value,,1,1.062760953,4.0%,5.3%,Dublin,17,-15.0%,-32.0%,17,13.3%,-37.0%,8,-1,-4,388.793590669,0.042427079,0.062905656,495000,-0.078641228,0.083150985,408.148677627,0.006603457,0.066149376,$571K,27.2%,30.7%,1,0.2,-0.1,26,18.2%,30.0%,3/1/2015,30,3/31/2015,0.058823529,,-0.126361656,Condo/Co-op,"Dublin, CA",place,0.941176471,0.241176471,0.261176471,California,CA,5159
Value,,1,1.064323323,2.7%,0.3%,Oakland,77,16.7%,32.8%,104,4.0%,7.2%,15,-2,-1,426.581440847,0.058463387,0.190270297,392000,-0.007594937,0.123209169,439.682492425,0.042084315,0.206175385,$410K,2.5%,9.8%,1.4,-0.1,-0.3,90,-2.2%,23.3%,10/1/2014,30,10/31/2014,0.144230769,-0.085769231,-0.020717684,Condo/Co-op,"Oakland, CA",place,0.675324675,0.084415584,0.037393641,California,CA,13654
Value,,1,1.061343107,-0.2%,3.6%,Oakland,58,3.6%,11.5%,97,-14.2%,2.1%,16,-1,-25,358.390394133,0.042019793,0.271881699,349000,-0.105128205,0.183050847,364.526169219,-0.036860316,0.438164938,$374K,-10.5%,26.6%,1.7,-0.3,-0.1,73,-17.0%,4.3%,10/1/2013,30,10/31/2013,0.164948454,0.049904206,0.007053717,Condo/Co-op,"Oakland, CA",place,0.637931034,0.030788177,0.214854111,California,CA,13654
Value,,1,1.067674071,-0.1%,-5.4%,Oakland,60,57.9%,3.4%,70,2.9%,100.0%,14,0,0,547.945757250,0.013852915,0.077047150,554475,-0.055408859,0.112286861,574.192841671,0.019522679,-0.015572731,$610K,9.4%,7.5%,1.2,-0.6,0.6,74,12.1%,2.8%,3/1/2017,30,3/31/2017,0.085714286,0.041596639,-0.085714286,Condo/Co-op,"Oakland, CA",place,0.766666667,0.108771930,-0.112643678,California,CA,13654
Value,,1,1.062195984,-4.9%,5.0%,Oakland,65,0.0%,18.2%,85,-15.0%,-13.3%,17,2,-13,360.763680725,0.004883104,0.567847191,321944,-0.122648862,0.497762270,375.193798450,-0.045152861,0.520588566,$315K,-15.5%,40.0%,1.3,-0.2,-0.5,66,-25.0%,26.9%,8/1/2013,30,8/31/2013,0.105882353,0.005882353,-0.067587035,Condo/Co-op,"Oakland, CA",place,0.692307692,-0.107692308,0.292307692,California,CA,13654
Value,,1,1.002709372,-1.2%,-1.6%,San Ramon,18,-21.7%,12.5%,13,-31.6%,-35.0%,14,5,4,467.289719626,0.034550497,0.013150280,550000,1.818214877e-05,0.084866118,454.064987916,-0.095396743,-0.106404497,$548K,0.6%,14.2%,0.7,-0.1,-0.6,21,-22.2%,-12.5%,4/1/2017,30,4/30/2017,0.230769231,0.020242915,0.080769231,Condo/Co-op,"San Ramon, CA",place,0.555555556,-0.096618357,-0.006944444,California,CA,17519
Value,,1,1.035857936,-0.4%,-12.1%,Berkeley,4,0.0%,-20.0%,12,33.3%,-25.0%,11,-66,1,467.459032196,0.033493750,0.237096939,417500,0.215429403,-0.029069767,718.562874251,1.057581331,1.013944713,$743K,100.7%,74.3%,3,0.7,-0.2,10,66.7%,-9.1%,2/1/2014,30,2/28/2014,,,,Condo/Co-op,"Berkeley, CA",place,0.75,0.5,0.15,California,CA,1590
Value,,1,1.001023349,-1.3%,-2.6%,Dublin,18,-5.3%,-14.3%,29,20.8%,-27.5%,32,10,19,403.437967115,0.050697653,0.193734259,445950,-0.080468065,-0.087103378,365.925621912,-0.018099581,0.023870706,$515K,15.1%,15.7%,1.6,0.3,-0.3,19,18.8%,-34.5%,9/1/2014,30,9/30/2014,0.275862069,0.067528736,0.075862069,Condo/Co-op,"Dublin, CA",place,0.611111111,-0.020467836,-0.055555556,California,CA,5159
Value,,1,1.058125924,0.3%,1.4%,Fremont,29,-9.4%,7.4%,25,4.2%,-41.9%,11,-1,0,439.208291715,0.051407265,0.083821216,448950,0.010012385,0.083258534,461.760461760,0.038812991,0.136060201,$441K,-1.2%,6.0%,0.9,0.1,-0.7,40,11.1%,-23.1%,4/1/2015,30,4/30/2015,0.16,0.118333333,0.043720930,Condo/Co-op,"Fremont, CA",place,0.793103448,-0.081896552,-0.095785441,California,CA,6671
Value,,1,1.032470510,0.3%,6.6%,Fremont,29,-3.3%,16.0%,22,-37.1%,-77.3%,13,-6,-19,270.142180095,0.112383917,0.303781944,277500,0.110444178,0.284722222,273.4375,0.071117682,0.269325658,$265K,5.9%,26.2%,0.8,-0.4,-3.1,32,-8.6%,-33.3%,9/1/2012,30,9/30/2012,0.136363636,0.022077922,-0.049203374,Condo/Co-op,"Fremont, CA",place,0.620689655,-0.079310345,0.340689655,California,CA,6671
Value,,1,1.035191631,2.3%,-0.5%,Fremont,18,-21.7%,-5.3%,23,9.5%,43.8%,13,-7,-13,371.320535195,-0.022353806,0.135550009,361944,-0.028338255,0.080429851,388.398203593,0.035421751,0.454918676,$409K,11.6%,57.1%,1.3,0.4,0.5,24,-14.3%,14.3%,2/1/2014,30,2/28/2014,0.043478261,-0.146997930,,Condo/Co-op,"Fremont, CA",place,0.777777778,0.169082126,0.146198830,California,CA,6671
Value,,1,1.013155304,-0.6%,0.0%,San Ramon,20,-25.9%,-9.1%,20,5.3%,-28.6%,14,5,4,504.769984221,0.033421937,0.111028668,512500,-0.108540616,0.025103535,477.309577162,-0.000162044,0.006531264,$548K,-3.9%,0.3%,1,0.3,-0.3,22,-4.3%,-26.7%,6/1/2017,30,6/30/2017,0.3,0.036842105,0.05,Condo/Co-op,"San Ramon, CA",place,0.6,0.118518519,-0.081818182,California,CA,17519
Value,,1,1.142124147,0.8%,6.8%,Berkeley,11,37.5%,83.3%,13,-31.6%,62.5%,14,-2,-19,684.603571867,-0.014899854,0.047337719,687000,-0.035112360,0.100961538,717.712177122,-0.090172865,0.254735154,$795K,19.1%,11.7%,1.2,-1.2,-0.1,6,-62.5%,0.0%,10/1/2017,30,10/31/2017,0.230769231,,0.105769231,Condo/Co-op,"Berkeley, CA",place,0.818181818,-0.056818182,0.151515152,California,CA,1590
Value,,1,1.048010580,1.3%,1.6%,Fremont,34,61.9%,9.7%,29,-12.1%,0.0%,14,5,1,533.932132559,0.009822760,0.065415630,534000,0.028901734,0.072289157,547.448771220,-0.036235535,0.052377250,$530K,-13.1%,1.0%,0.9,-0.7,0,40,-7.0%,-13.0%,4/1/2017,30,4/30/2017,0.172413793,0.111807732,0.034482759,Condo/Co-op,"Fremont, CA",place,0.823529412,-0.081232493,0.049335863,California,CA,6671
Value,,1,1.017070895,-1.0%,0.2%,Fremont,25,-16.7%,19.0%,21,0.0%,-25.0%,27,10,14,495.915985998,0.000910526,-0.006671397,496000,-0.005788874,0.102344705,516.161616162,0.001472193,0.083384381,$505K,-1.0%,5.2%,0.8,0.1,-0.5,23,76.9%,0.0%,11/1/2016,30,11/30/2016,0.190476190,0,-0.023809524,Condo/Co-op,"Fremont, CA",place,0.6,-0.133333333,-0.066666667,California,CA,6671
Value,,1,1.046096944,2.2%,2.8%,San Ramon,13,85.7%,0.0%,8,60.0%,-57.9%,8,0,1,586.105675147,0.079811383,0.182861076,545000,-0.074702886,0.073944529,522.452504318,0.118082395,0.044905009,$605K,3.4%,13.1%,0.6,-0.1,-0.9,19,26.7%,-13.6%,2/1/2018,30,2/28/2018,0.125,,-0.085526316,Condo/Co-op,"San Ramon, CA",place,0.923076923,-0.076923077,0.230769231,California,CA,17519
Value,,1,1.016793496,-0.4%,3.0%,Dublin,22,100.0%,83.3%,17,-32.0%,-72.6%,23,-158,-74,261.165257911,0.020366589,0.171837157,332500,0.192183578,0.304433111,261.556240370,0.051973450,0.156219457,$320K,0.0%,-1.5%,0.8,-1.5,-4.4,12,-36.8%,-36.8%,5/1/2012,30,5/31/2012,0.058823529,-0.141176471,-0.215370019,Condo/Co-op,"Dublin, CA",place,0.681818182,0.227272727,0.265151515,California,CA,5159
Value,,1,1.039909414,1.2%,-1.5%,Fremont,33,17.9%,3.1%,30,57.9%,25.0%,15,-6,3,515.711252654,0.034373643,0.234545358,529950,0.059900000,0.192239811,523.162939297,0.036733825,0.176948879,$540K,27.4%,20.9%,0.9,0.2,0.1,43,38.7%,19.4%,3/1/2016,30,3/31/2016,0.233333333,-0.187719298,0.191666667,Condo/Co-op,"Fremont, CA",place,0.787878788,0.145021645,-0.087121212,California,CA,6671
Value,,1,0.986644879,-2.3%,-2.0%,Dublin,15,-11.8%,-11.8%,23,-20.7%,-30.3%,27,17,3,374.776299879,0.028062830,0.027631953,419900,-0.134226804,0.034363838,388.157894737,-0.008234772,0.136462290,$495K,1.2%,3.1%,1.5,-0.2,-0.4,11,-47.6%,-31.3%,11/1/2014,30,11/30/2014,0.086956522,-0.257871064,-0.125164690,Condo/Co-op,"Dublin, CA",place,0.333333333,-0.137254902,-0.019607843,California,CA,5159
Value,,1,1.027325896,1.2%,-1.8%,San Ramon,16,33.3%,77.8%,15,0.0%,50.0%,9,-3,-3,383.272428680,0.010348567,0.056111402,412500,0.035131744,0.033834586,381.310103819,-0.009841349,0.073688977,$407K,-0.1%,7.0%,0.9,-0.4,-0.2,18,-10.0%,20.0%,4/1/2014,30,4/30/2014,0.266666667,0.066666667,0.166666667,Condo/Co-op,"San Ramon, CA",place,0.8125,0.0625,0.145833333,California,CA,17519
Value,,1,1.040088620,0.8%,0.5%,Fremont,26,23.8%,44.4%,20,11.1%,-13.0%,14,1,1,432.051282051,-0.000560183,0.163553429,449888,0.129112247,0.242976814,437.779362815,0.026685232,0.127140545,$409K,3.2%,0.1%,0.8,-0.1,-0.5,33,3.1%,37.5%,2/1/2015,30,2/28/2015,0.1,-0.011111111,0.056521739,Condo/Co-op,"Fremont, CA",place,0.730769231,0.064102564,-0.047008547,California,CA,6671
Value,,1,1.013633869,-0.3%,-4.8%,San Ramon,20,33.3%,185.7%,35,20.7%,84.2%,9,0,-7,437.232914187,0.138863144,0.267062137,423500,-0.056792873,0.028162175,406.330113681,0.061150822,0.069341933,$450K,18.0%,38.3%,1.8,-0.100000000,-0.9,32,-3.0%,52.4%,6/1/2014,30,6/30/2014,0.2,0.096551724,-0.010526316,Condo/Co-op,"San Ramon, CA",place,0.6,-0.133333333,-0.114285714,California,CA,17519
Value,,1,1.026325213,-0.1%,-1.6%,Dublin,10,-9.1%,-37.5%,14,75.0%,-30.0%,21,-22,7,328.106893107,0.074336716,0.510743773,404500,-0.001234568,0.353349750,321.326838861,0.182394162,0.275648784,$415K,9.2%,36.3%,1.4,0.7,0.100000000,20,42.9%,33.3%,2/1/2013,30,2/28/2013,0.142857143,,-0.007142857,Condo/Co-op,"Dublin, CA",place,0.7,-0.209090909,0.2,California,CA,5159
Value,,1,1.088804422,6.4%,7.1%,Alameda,6,200.0%,20.0%,8,-20.0%,100.0%,14,-37,-16,470.815101590,-0.009686875,0.116084300,562000,0.262921348,0.229759300,513.657161344,-0.012605947,0.433154337,$450K,-21.1%,-10.9%,1.3,-3.7,0.5,12,9.1%,100.0%,3/1/2016,30,3/31/2016,0.25,0.15,,Condo/Co-op,"Alameda, CA",place,0.833333333,0.333333333,0.033333333,California,CA,117
Value,,1,1.047423211,-1.9%,3.0%,Alameda,8,-42.9%,14.3%,14,-6.7%,27.3%,15,2,-4,468.466501845,0.040308315,0.219628706,387000,-0.142750817,-0.157780196,486.077032810,0.039124679,0.207352630,$499K,2.3%,56.3%,1.8,0.7,0.2,10,-16.7%,-28.6%,9/1/2015,30,9/30/2015,0.142857143,0.076190476,0.051948052,Condo/Co-op,"Alameda, CA",place,0.875,0.017857143,0.303571429,California,CA,117
Value,,1,1.032678637,4.8%,3.8%,Dublin,17,13.3%,-5.6%,24,20.0%,-59.3%,14,-1,-62,256.680873450,-0.017916658,0.077644689,349975,0.097100313,0.102370265,263.157894737,0.101867572,0.092982456,$325K,4.8%,5.7%,1.4,0.100000000,-1.9,22,15.8%,37.5%,7/1/2012,30,7/31/2012,0.125,0.025,-0.095338983,Condo/Co-op,"Dublin, CA",place,0.647058824,0.247058824,0.035947712,California,CA,5159
Value,,1,1.012530627,0.5%,-4.8%,Dublin,20,5.3%,5.3%,33,10.0%,22.2%,10,-12,1,369.444444444,-0.019528269,0.123592995,470000,-0.055170029,0.002132196,390.932124634,0.088390574,0.116948928,$424K,-9.1%,-9.8%,1.7,0.100000000,0.3,27,3.8%,0.0%,6/1/2014,30,6/30/2014,0.090909091,-0.075757576,-0.057239057,Condo/Co-op,"Dublin, CA",place,0.7,0.226315789,-0.089473684,California,CA,5159
Value,,1,0.998279211,-1.5%,-1.6%,Dublin,19,26.7%,18.8%,17,-5.6%,-22.7%,30,14,17,414.466089466,-0.052857422,0.050293963,588500,0.016407599,-0.050806452,418.470418470,0.028454788,0.037501573,$568K,-1.8%,9.4%,0.9,-0.3,-0.5,16,-15.8%,0.0%,10/1/2016,30,10/31/2016,0.352941176,-0.035947712,0.171122995,Condo/Co-op,"Dublin, CA",place,0.263157895,-0.203508772,-0.236842105,California,CA,5159
Value,,1,1.031614861,-0.3%,3.5%,San Ramon,25,31.6%,47.1%,13,-23.5%,-67.5%,18,9,0,444.187145558,0.003651431,0.088428044,449000,-0.074226804,0.032183908,455.977757183,0.037471972,0.135116393,$470K,-6.6%,9.3%,0.5,-0.4,-1.9,17,-19.0%,-19.0%,9/1/2015,30,9/30/2015,0.384615385,0.149321267,0.159615385,Condo/Co-op,"San Ramon, CA",place,0.56,-0.071578947,0.207058824,California,CA,17519
Value,,1,1.018446693,0.4%,-3.2%,Dublin,27,125.0%,28.6%,11,-26.7%,0.0%,10,2,1,438.149656370,-0.004755043,0.022618333,599500,-0.026627699,0.005123700,426.132145509,-0.117947831,-0.078193310,$643K,4.9%,14.8%,0.4,-0.9,-0.1,27,0.0%,3.8%,3/1/2017,30,3/31/2017,0.181818182,,,Condo/Co-op,"Dublin, CA",place,0.814814815,0.231481481,-0.042328042,California,CA,5159
